,brand,milage,fuel_type,transmission,price,horsepower,engine_displacement,age
45823,Ford,64552,Gasoline,6-Speed A/T,22995,5.0,420.0,8
45824,BMW,76309,Gasoline,Transmission w/Dual Shift Mode,16000,2.0,240.0,11
45826,Toyota,159980,Gasoline,A/T,5699,3.3,210.0,18
45827,Mazda,61145,Gasoline,6-Speed M/T,26500,2.5,184.0,6
45829,GMC,4283,Gasoline,10-Speed Automatic,61599,6.2,331.6983232435877,2
45830,Chevrolet,139804,Gasoline,A/T,5995,4.8,285.0,8
45831,Lincoln,123400,Gasoline,6-Speed A/T,15500,2.0,240.0,9
45832,Mercedes-Benz,52375,Gasoline,7-Speed A/T,36740,4.0,503.0,7
45833,Land,57918,Gasoline,Transmission w/Dual Shift Mode,37050,3.0,380.0,8
45834,Ford,91000,Gasoline,6-Speed A/T,12500,2.0,160.0,10
45835,Mercedes-Benz,175722,Gasoline,A/T,11995,5.0,302.0,19
45836,Mercedes-Benz,60000,Gasoline,Transmission w/Dual Shift Mode,26000,5.5,563.0,7
45838,Lincoln,132200,Gasoline,6-Speed A/T,7100,2.7,335.0,9
45840,Mercedes-Benz,160000,Diesel,5-Speed A/T,16370,3.0,188.0,11
45842,Ford,53401,Gasoline,A/T,29500,3.5,375.0,5
45843,Cadillac,93971,Gasoline,A/T,39000,6.2,420.0,5
45844,Chevrolet,19200,Gasoline,6-Speed M/T,41500,6.2,455.0,5
45845,Volkswagen,14000,Gasoline,8-Speed A/T,46900,3.6,276.0,4
45846,Ford,48549,Diesel,Automatic,51750,6.6,331.6983232435877,5
45847,Porsche,47885,Gasoline,6-Speed M/T,11498,3.4,300.0,17
45848,INFINITI,93500,Gasoline,A/T,17000,3.5,295.0,10
45849,Porsche,13250,Gasoline,6-Speed M/T,27000,3.8,400.0,11
45850,Ford,86000,Gasoline,A/T,13900,4.0,210.0,14
45851,Ford,112000,Diesel,A/T,40100,6.7,450.0,5
45852,Saturn,37000,Gasoline,A/T,29500,2.0,260.0,9
45853,BMW,41906,Gasoline,A/T,45000,4.4,445.0,5
45854,Ford,69800,Gasoline,10-Speed A/T,34600,5.0,395.0,5
45855,Volvo,50000,Gasoline,A/T,53000,2.0,316.0,4
45856,Chevrolet,64776,Gasoline,A/T,16000,3.8,200.0,23
45857,Mercedes-Benz,123500,Gasoline,5-Speed A/T,17000,5.0,302.0,20
45859,BMW,69000,Gasoline,8-Speed A/T,26000,3.0,300.0,8
45860,Land,56006,Gasoline,A/T,43000,3.0,340.0,6
45861,Chevrolet,70000,Gasoline,6-Speed A/T,32000,5.3,355.0,7
45862,Nissan,16700,Gasoline,A/T,26500,2.0,131.0,7
45863,Mercedes-Benz,77648,Gasoline,7-Speed A/T,36999,4.6,402.0,10
45864,Ford,94000,Gasoline,10-Speed A/T,34999,3.5,375.0,6
45865,Land,49899,Gasoline,8-Speed A/T,53900,5.0,518.0,3
45866,Chevrolet,25470,Gasoline,6-Speed A/T,46599,6.2,455.0,7
45867,BMW,91420,Gasoline,Transmission w/Dual Shift Mode,11999,3.0,225.0,19
45868,Honda,135350,Gasoline,6-Speed A/T,30500,3.5,280.0,8
45869,BMW,52000,Gasoline,Transmission w/Dual Shift Mode,17500,2.0,240.0,10
45870,BMW,10950,Gasoline,Transmission w/Dual Shift Mode,37400,4.4,523.0,3
45871,Nissan,110000,Gasoline,A/T,8500,3.5,260.0,9
45872,Mazda,39800,Gasoline,6-Speed M/T,16750,1.8,140.0,25
45873,BMW,106000,Gasoline,A/T,10750,3.0,300.0,16
45874,Mercedes-Benz,84500,Gasoline,7-Speed A/T,41500,6.2,451.0,10
45875,Cadillac,110000,Gasoline,8-Speed A/T,18900,6.2,420.0,11
45877,INFINITI,94000,Gasoline,Transmission w/Dual Shift Mode,23500,3.5,280.0,21
45878,Ford,160000,Gasoline,A/T,12500,3.5,365.0,13
45879,BMW,55250,Gasoline,6-Speed M/T,36000,3.0,425.0,6
45880,BMW,82000,Gasoline,8-Speed A/T,17500,4.4,400.0,11
45881,BMW,75000,Gasoline,Transmission w/Dual Shift Mode,12500,2.0,240.0,10
45882,Audi,45203,Gasoline,8-Speed A/T,52590,4.0,560.0,10
45883,RAM,49000,Gasoline,8-Speed A/T,35750,5.7,395.0,5
45884,Ford,120000,Gasoline,A/T,16500,4.6,292.0,15
45885,INFINITI,93500,Gasoline,6-Speed A/T,17000,3.5,280.0,10
45886,Audi,18000,Gasoline,Transmission w/Dual Shift Mode,61000,3.0,349.0,3
45887,Subaru,83298,Gasoline,A/T,18300,2.0,268.0,7
45888,Genesis,4785,Gasoline,Automatic,42850,2.0,331.6983232435877,3
45889,Toyota,142500,Hybrid,A/T,30000,1.8,121.0,2
45890,Toyota,111000,Hybrid,CVT Transmission,11500,3.5,306.0,9
45891,Lexus,134000,Gasoline,A/T,24500,5.7,383.0,11
45892,Ford,82146,Gasoline,10-Speed Automatic,26499,2.3,331.6983232435877,6
45893,Lexus,83500,Gasoline,6-Speed M/T,9999,3.5,268.0,15
45895,BMW,79876,Gasoline,7-Speed A/T,27900,3.0,425.0,9
45897,RAM,149130,Diesel,6-Speed A/T,27000,6.7,350.0,9
45898,Hyundai,149000,Gasoline,A/T,5200,2.7,173.0,17
45899,Porsche,79000,Gasoline,M/T,10995,3.6,325.0,18
45900,Audi,200000,Gasoline,8-Speed A/T,9995,2.0,211.0,12
45901,Mazda,132000,Gasoline,6-Speed M/T,8400,2.3,156.0,13
45902,Mercedes-Benz,93000,Gasoline,7-Speed A/T,18000,5.5,536.0,13
45903,Chevrolet,20472,Gasoline,8-Speed A/T,35000,6.2,455.0,3
45904,Volkswagen,61000,Gasoline,A/T,13500,1.4,147.0,5
45905,Ford,96476,Gasoline,5-Speed A/T,12000,3.5,290.0,11
45906,GMC,20200,E85 Flex Fuel,6-Speed A/T,39750,5.3,320.0,7
45907,Lexus,103000,Gasoline,6-Speed A/T,12900,3.5,270.0,17
45908,Mercedes-Benz,125900,Gasoline,A/T,11500,3.5,302.0,10
45909,Lexus,33655,Gasoline,A/T,59400,5.7,383.0,8
45910,Porsche,102000,Gasoline,A/T,31000,2.5,350.0,9
45911,Land,59271,Gasoline,A/T,36500,3.0,340.0,5
45912,INFINITI,90000,Gasoline,Transmission w/Dual Shift Mode,16000,3.5,280.0,18
45913,BMW,42650,Gasoline,Transmission w/Dual Shift Mode,31990,3.0,335.0,6
45914,Jeep,56350,Gasoline,8-Speed Automatic,39777,2.0,331.6983232435877,5
45915,Jaguar,74595,Gasoline,8-Speed A/T,33950,5.0,495.0,10
45916,Ford,9500,Gasoline,10-Speed A/T,40000,3.5,400.0,1
45917,Lexus,33655,Gasoline,8-Speed A/T,48600,5.7,383.0,8
45918,Dodge,188000,Diesel,A/T,24500,3.716927534611586,331.6983232435877,24
45920,Audi,122000,Gasoline,A/T,7999,1.8,180.0,15
45921,Mercedes-Benz,76500,Gasoline,7-Speed A/T,22999,3.5,268.0,15
45922,Nissan,65750,Gasoline,A/T,15500,4.0,261.0,12
45923,Ford,2990,Diesel,10-Speed A/T,35000,6.7,475.0,1
45924,Jaguar,106000,Gasoline,A/T,28000,5.0,385.0,12
45925,Lexus,41500,Gasoline,A/T,61000,5.7,383.0,6
45926,Chevrolet,58800,Gasoline,A/T,13500,5.7,305.0,25
45927,Chevrolet,56000,Gasoline,A/T,44600,4.8,285.0,7
45928,Maserati,122000,Gasoline,Transmission w/Dual Shift Mode,11500,4.2,405.0,13
45929,BMW,31500,Gasoline,7-Speed A/T,53000,4.4,560.0,10
45930,Ford,38100,E85 Flex Fuel,A/T,51000,6.2,385.0,7
45932,BMW,44000,Gasoline,8-Speed A/T,25900,4.4,445.0,8
45933,Ford,7455,Diesel,Automatic,60894,6.7,331.6983232435877,2
45934,BMW,106000,Gasoline,Transmission w/Dual Shift Mode,23000,4.0,420.0,13
45935,Porsche,52044,Gasoline,7-Speed A/T,27900,3.8,400.0,11
45936,Nissan,269885,Gasoline,A/T,46000,5.7,381.0,4
45937,Volvo,58600,Gasoline,A/T,41999,2.0,330.0,5
45938,Chevrolet,16478,Gasoline,6-Speed M/T,50000,6.2,455.0,2
45939,Toyota,145000,Gasoline,M/T,24500,3.0,210.0,20
45940,GMC,55018,Gasoline,9-Speed A/T,30000,1.5,170.0,9
45941,Nissan,153000,Gasoline,A/T,9999,2.5,175.0,22
45942,Chevrolet,54423,Gasoline,6-Speed M/T,39750,6.2,455.0,6
45943,Ford,16500,Gasoline,8-Speed A/T,39000,2.7,315.0,2
45944,Audi,98400,Gasoline,7-Speed A/T,18000,3.0,333.0,12
45945,Ford,11500,Gasoline,10-Speed A/T,52000,2.7,315.0,2
45946,Mercedes-Benz,33500,Gasoline,9-Speed A/T,45999,3.0,385.0,5
45947,Chrysler,95271,E85 Flex Fuel,6-Speed A/T,48000,3.6,283.0,10
45948,Chevrolet,97500,Gasoline,6-Speed M/T,28500,6.0,400.0,17
45949,BMW,141485,Gasoline,5-Speed A/T,14490,3.0,230.0,10
45950,Pontiac,107000,Gasoline,A/T,6250,5.7,310.0,19
45951,Lexus,1600,Hybrid,A/T,35500,3.5,308.0,2
45952,Audi,74000,Gasoline,8-Speed A/T,35000,4.0,420.0,7
45953,Toyota,130000,Gasoline,A/T,6500,3.3,210.0,20
45954,Lexus,116300,Gasoline,A/T,32750,4.6,301.0,7
45955,Audi,98527,Gasoline,Transmission w/Dual Shift Mode,9995,3.0,280.0,13
45956,Mercedes-Benz,120000,Gasoline,7-Speed A/T,16800,5.0,302.0,12
45957,Kia,25420,Gasoline,A/T,22999,2.0,147.0,2
45958,Ford,245000,Gasoline,A/T,8250,4.0,210.0,20
45959,Jeep,86250,Gasoline,A/T,22000,3.6,285.0,8
45960,Ford,92149,Diesel,Automatic,22966,6.7,331.6983232435877,3
45961,Toyota,36180,Gasoline,8-Speed Automatic,33290,2.4,331.6983232435877,2
45962,Lexus,113000,Gasoline,A/T,9000,3.5,270.0,11
45965,BMW,76474,Gasoline,8-Speed A/T,29999,4.4,445.0,9
45966,Toyota,23442,Gasoline,6-Speed A/T,41999,4.0,239.0,5
45967,Toyota,62197,Gasoline,CVT Transmission,35707,3.5,295.0,6
45968,Mercedes-Benz,91500,Gasoline,A/T,15000,3.0,362.0,10
45969,Mercedes-Benz,31000,Gasoline,A/T,32000,2.0,241.0,7
45970,INFINITI,57500,Gasoline,A/T,40995,5.6,400.0,6
45971,Dodge,87500,Electric,A/T,21500,3.716927534611586,331.6983232435877,13
45972,FIAT,33850,Gasoline,A/T,12999,2.4,180.0,7
45973,Mazda,54000,Gasoline,Transmission w/Dual Shift Mode,35500,2.0,155.0,8
45976,Cadillac,35200,Gasoline,8-Speed A/T,22222,2.0,237.0,4
45977,Chevrolet,43000,Gasoline,A/T,40500,5.3,355.0,9
45978,Porsche,6900,Gasoline,8-Speed A/T,37500,3.0,335.0,4
45979,BMW,183000,Gasoline,Transmission w/Dual Shift Mode,9500,3.0,300.0,13
45980,Lincoln,156000,Gasoline,6-Speed A/T,6500,2.0,240.0,9
45981,Nissan,115000,Gasoline,A/T,11995,3.5,260.0,9
45982,BMW,44000,Gasoline,5-Speed M/T,11000,3.0,215.0,18
45983,Kia,8727,Gasoline,6-Speed Automatic,25987,2.4,331.6983232435877,3
45984,Toyota,179000,Gasoline,A/T,17900,4.0,239.0,17
45985,Porsche,125900,Gasoline,Transmission w/Dual Shift Mode,11200,2.9,265.0,13
45986,BMW,44500,Gasoline,8-Speed A/T,20900,4.4,445.0,7
45987,Ford,67072,Gasoline,A/T,31000,3.5,375.0,3
45988,BMW,25013,Gasoline,Transmission w/Dual Shift Mode,55000,3.0,453.0,6
45989,Toyota,208864,Gasoline,5-Speed A/T,36500,4.0,270.0,7
45990,INFINITI,49000,Gasoline,7-Speed A/T,24999,3.5,280.0,6
45991,Ford,189887,Gasoline,A/T,3995,2.5,204.0,17
45992,Toyota,173452,Gasoline,4-Speed A/T,4000,1.8,130.0,20
45993,Audi,77699,Gasoline,A/T,17599,2.0,220.0,8
45994,Genesis,2046,Gasoline,8-Speed A/T,49995,2.0,252.0,1
45995,Land,51700,Gasoline,A/T,25900,3.0,340.0,8
45997,BMW,38000,Gasoline,6-Speed M/T,45000,4.0,414.0,16
45998,Mazda,18385,Gasoline,6-Speed Automatic,26095,2.5,331.6983232435877,3
45999,Porsche,76200,Gasoline,Transmission w/Dual Shift Mode,36000,2.9,440.0,8
46000,Tesla,21404,Gasoline,1-Speed A/T,41599,3.716927534611586,425.0,3
46001,Honda,405000,Gasoline,CVT Transmission,4399,2.4,185.0,11
46002,RAM,117878,Diesel,Transmission w/Dual Shift Mode,31500,6.7,350.0,7
46004,Chevrolet,163000,E85 Flex Fuel,6-Speed A/T,17500,5.3,320.0,10
46005,Volvo,23823,Gasoline,8-Speed Automatic,32324,2.0,331.6983232435877,3
46006,Mercedes-Benz,44000,Gasoline,9-Speed A/T,54999,5.5,563.0,4
46007,Porsche,12000,Gasoline,7-Speed A/T,9000,3.8,400.0,11
46008,Lexus,94500,Gasoline,A/T,15300,3.5,270.0,14
46009,BMW,25013,Gasoline,A/T,38000,3.0,425.0,7
46010,Jeep,52750,Gasoline,8-Speed A/T,28000,3.6,285.0,4
46011,Hyundai,96000,Hybrid,A/T,10750,2.4,199.0,11
46012,Nissan,125500,Gasoline,A/T,12950,3.5,240.0,19
46013,Lexus,22466,Gasoline,6-Speed A/T,33900,4.6,301.0,4
46014,Volkswagen,194000,Gasoline,A/T,8700,3.6,283.0,12
46015,Mercedes-Benz,88000,Gasoline,A/T,19500,3.5,302.0,8
46016,Land,48000,Gasoline,A/T,29999,3.0,340.0,4
46018,Mercedes-Benz,76857,Gasoline,7-Speed A/T,31933,5.5,382.0,16
46020,Maserati,61000,Gasoline,8-Speed A/T,26500,3.0,424.0,6
46021,Mercedes-Benz,91140,Gasoline,A/T,23500,2.0,208.0,8
46022,Ford,169613,Gasoline,A/T,12000,4.0,210.0,17
46023,Audi,125575,Gasoline,8-Speed A/T,8999,2.0,211.0,12
46024,Audi,126000,Gasoline,6-Speed M/T,8999,4.2,360.0,17
46025,BMW,26000,Gasoline,Transmission w/Dual Shift Mode,34000,3.0,300.0,6
46026,BMW,57999,Gasoline,Transmission w/Dual Shift Mode,15900,3.0,215.0,18
46029,Jeep,95200,Gasoline,5-Speed M/T,9500,2.4,150.0,21
46035,Mercedes-Benz,17300,Hybrid,9-Speed A/T,50000,3.0,429.0,3
46036,Ford,124838,Gasoline,A/T,17900,4.6,275.0,14
46038,Ford,133121,Hybrid,A/T,10000,2.5,156.0,12
46039,Jeep,50750,Gasoline,8-Speed A/T,34000,3.6,285.0,6
46040,Mercedes-Benz,21500,Gasoline,7-Speed A/T,18000,3.5,268.0,15
46041,Dodge,107800,Gasoline,5-Speed A/T,17500,6.1,425.0,18
46042,Mercedes-Benz,90189,Gasoline,7-Speed A/T,15999,2.0,241.0,11
46043,Cadillac,43500,Gasoline,10-Speed A/T,32300,6.2,420.0,5
46045,Jeep,57237,Gasoline,6-Speed M/T,27500,3.6,285.0,12
46046,Subaru,118000,Gasoline,5-Speed M/T,15000,2.0,152.0,7
46047,Jeep,16700,Gasoline,5-Speed M/T,33900,3.6,285.0,8
46048,BMW,59300,Gasoline,8-Speed A/T,25000,2.0,240.0,9
46049,Ford,121500,Gasoline,A/T,9999,4.0,210.0,15
46050,Lexus,25470,Gasoline,Transmission w/Dual Shift Mode,32500,2.0,235.0,7
46051,Ford,81778,Gasoline,5-Speed Automatic,17550,3.5,331.6983232435877,10
46052,Ford,40570,Gasoline,6-Speed M/T,30990,5.0,435.0,8
46053,GMC,149000,Gasoline,6-Speed A/T,8500,2.4,182.0,12
46054,BMW,76009,Gasoline,8-Speed A/T,26950,3.0,300.0,7
46055,Volvo,82300,Gasoline,A/T,33000,2.0,330.0,9
46056,Lincoln,123200,Gasoline,6-Speed A/T,12449,2.0,240.0,9
46057,Toyota,104994,Hybrid,A/T,9450,2.4,147.0,11
46058,BMW,125000,Gasoline,A/T,16995,2.0,240.0,9
46059,Ford,119500,Diesel,A/T,17000,6.0,325.0,21
46060,Genesis,87500,Gasoline,Transmission w/Dual Shift Mode,20000,3.8,311.0,13
46061,Chevrolet,74000,Gasoline,6-Speed M/T,52590,6.2,455.0,9
46062,GMC,185000,Gasoline,A/T,6100,3.6,288.0,22
46063,Chevrolet,177000,Gasoline,4-Speed A/T,10750,5.3,320.0,17
46064,Land,29500,Gasoline,9-Speed A/T,31000,2.0,246.0,4
46065,Toyota,86000,Gasoline,A/T,12500,3.5,268.0,16
46066,Jaguar,38560,Gasoline,8-Speed A/T,35000,3.0,340.0,6
46068,Ford,53000,Gasoline,6-Speed A/T,26900,3.5,290.0,6
46069,Cadillac,229000,Gasoline,A/T,8950,6.2,403.0,16
46070,Jeep,26315,Gasoline,9-Speed Automatic,31853,2.4,331.6983232435877,4
46071,Subaru,18385,Gasoline,CVT Transmission,36880,2.5,182.0,5
46072,Mercedes-Benz,61308,Gasoline,7-Speed A/T,35200,1.8,201.0,5
46073,Ford,133255,Diesel,A/T,19250,6.4,350.0,11
46074,Chevrolet,134000,Gasoline,4-Speed A/T,20000,5.7,340.0,26
46075,Mercedes-Benz,19500,Gasoline,9-Speed A/T,40900,3.0,362.0,6
46076,Jaguar,135603,Gasoline,6-Speed A/T,9200,4.2,294.0,18
46077,Chevrolet,50750,Electric,A/T,6299,3.716927534611586,331.6983232435877,28
46078,Mercedes-Benz,11000,Gasoline,9-Speed A/T,46900,2.0,255.0,2
46080,Mercedes-Benz,80134,Gasoline,A/T,22495,3.5,302.0,10
46081,Ford,98000,E85 Flex Fuel,A/T,17100,3.5,290.0,10
46082,RAM,52000,Gasoline,6-Speed A/T,37000,5.7,355.0,6
46083,Ford,23600,Gasoline,10-Speed A/T,37000,2.3,300.0,2
46084,BMW,98000,Gasoline,6-Speed A/T,15900,3.0,300.0,15
46085,Chevrolet,160000,Gasoline,6-Speed A/T,16499,3.0,264.0,12
46086,Mercury,79635,Gasoline,Transmission Overdrive Switch,30000,5.0,302.0,25
46087,Mercedes-Benz,117660,Gasoline,Transmission w/Dual Shift Mode,32300,3.0,362.0,7
46088,Ford,44460,Gasoline,A/T,31995,2.7,325.0,6
46089,BMW,72700,Gasoline,8-Speed A/T,36000,3.0,300.0,7
46090,Lexus,139000,Gasoline,A/T,4200,3.5,270.0,16
46091,Ford,63750,Gasoline,10-Speed A/T,46000,3.5,375.0,4
46092,Chevrolet,36500,Gasoline,9-Speed A/T,25500,3.6,310.0,4
46093,Lexus,15055,Gasoline,Transmission w/Dual Shift Mode,55999,2.0,235.0,2
46094,INFINITI,48000,Gasoline,A/T,29900,3.5,295.0,7
46095,Toyota,90742,Gasoline,A/T,8900,2.0,200.0,13
46097,Mercedes-Benz,50000,Gasoline,9-Speed A/T,34000,2.0,255.0,4
46098,BMW,124838,Gasoline,6-Speed A/T,18999,3.0,300.0,12
46099,Genesis,10200,Gasoline,A/T,45000,3.5,375.0,2
46100,Chevrolet,117000,Gasoline,6-Speed A/T,27200,5.3,355.0,7
46102,Lexus,51335,Gasoline,A/T,19950,3.5,268.0,8
46103,Mercedes-Benz,88600,Gasoline,7-Speed A/T,19977,4.7,429.0,9
46104,Ford,170000,Gasoline,6-Speed A/T,9500,3.5,290.0,14
46105,Porsche,73043,Gasoline,7-Speed Automatic with Auto-Shift,30990,2.0,331.6983232435877,6
46106,Chevrolet,163000,Gasoline,A/T,12000,3.8,200.0,25
46107,Cadillac,112000,Gasoline,6-Speed A/T,8900,3.0,270.0,14
46108,Mazda,73049,Gasoline,6-Speed Automatic,30990,2.5,331.6983232435877,3
46109,Kia,5040,Gasoline,8-Speed A/T,54000,3.3,365.0,2
46110,Chevrolet,6640,Gasoline,6-Speed M/T,51999,6.2,455.0,2
46111,Mazda,100600,Gasoline,A/T,5200,2.8,140.0,20
46112,Maserati,54423,Gasoline,Transmission w/Dual Shift Mode,54900,3.0,424.0,6
46113,Audi,22300,Gasoline,A/T,54995,2.0,248.0,5
46114,Rolls-Royce,14976,Gasoline,8-Speed Automatic,23105,6.7,331.6983232435877,3
46115,Volvo,149000,Gasoline,6-Speed A/T,12449,3.2,235.0,11
46116,Ford,67400,Gasoline,6-Speed M/T,15000,5.0,412.0,12
46117,BMW,98000,Gasoline,Transmission w/Dual Shift Mode,22500,3.0,425.0,9
46118,Toyota,53000,Gasoline,6-Speed A/T,29500,5.7,381.0,7
46119,Mercedes-Benz,11249,Hybrid,9-Speed A/T,54599,3.0,429.0,5
46120,Mercedes-Benz,82900,Gasoline,7-Speed A/T,13500,4.7,429.0,11
46121,Chevrolet,74864,Gasoline,6-Speed M/T,28600,6.2,455.0,14
46122,BMW,55000,Gasoline,6-Speed A/T,40500,3.0,320.0,6
46123,BMW,74000,Gasoline,7-Speed A/T,33000,3.0,425.0,7
46124,Ford,25786,Diesel,6-Speed A/T,32000,6.7,440.0,8
46125,BMW,32000,Gasoline,Transmission w/Dual Shift Mode,51899,3.0,300.0,6
46126,Audi,11102,Gasoline,Transmission w/Dual Shift Mode,38000,5.2,610.0,7
46127,Volvo,91500,Gasoline,6-Speed A/T,11499,3.2,240.0,10
46128,Dodge,151544,Gasoline,A/T,8900,3.7,210.0,15
46129,Audi,45000,Gasoline,6-Speed M/T,21500,3.2,250.0,8
46131,Dodge,151544,Gasoline,A/T,17500,3.7,210.0,14
46132,Dodge,153250,Gasoline,A/T,8900,3.7,210.0,17
46134,Land,175000,Gasoline,A/T,19500,3.0,340.0,8
46135,BMW,82000,Gasoline,Transmission w/Dual Shift Mode,20000,3.0,320.0,13
46137,Mercedes-Benz,27300,Gasoline,9-Speed A/T,42900,4.0,550.0,4
46139,Ford,94000,Gasoline,A/T,26000,2.7,325.0,6
46140,Ford,271000,Gasoline,A/T,14000,5.4,300.0,20
46141,Volvo,22500,Gasoline,8-Speed A/T,50000,2.0,316.0,4
46142,Chevrolet,64552,E85 Flex Fuel,6-Speed A/T,36750,5.3,320.0,13
46143,Mitsubishi,107000,Gasoline,A/T,14900,2.0,271.0,16
46144,Volkswagen,125000,Gasoline,6-Speed M/T,10500,2.0,210.0,17
46146,Mazda,91877,Gasoline,A/T,16750,2.0,158.0,12
46147,BMW,27000,Hybrid,8-Speed A/T,45000,3.0,335.0,3
46148,Mercedes-Benz,76850,Gasoline,7-Speed A/T,37500,4.6,429.0,11
46149,BMW,59203,Gasoline,8-Speed A/T,13999,2.0,248.0,8
46150,Cadillac,87500,Gasoline,8-Speed A/T,28500,3.6,310.0,7
46151,Nissan,76500,Gasoline,6-Speed M/T,28000,3.5,306.0,14
46152,Audi,40000,Gasoline,A/T,52000,2.0,248.0,3
46153,Audi,24500,Gasoline,8-Speed A/T,36000,2.0,248.0,6
46154,Maserati,49750,Gasoline,8-Speed A/T,27995,3.0,404.0,7
46155,Lexus,59500,Gasoline,6-Speed A/T,22000,4.6,301.0,8
46156,BMW,60000,Gasoline,A/T,23000,4.4,445.0,10
46158,Volvo,81200,Gasoline,8-Speed A/T,15900,2.0,316.0,7
46159,Porsche,56846,Gasoline,Transmission w/Dual Shift Mode,28000,3.6,310.0,5
46160,Chevrolet,54000,Gasoline,A/T,20500,2.4,169.0,7
46161,Acura,71448,Gasoline,4-Speed A/T,8995,3.0,200.0,23
46162,Lexus,41000,Gasoline,A/T,51999,5.7,383.0,3
46163,Mercedes-Benz,28399,Gasoline,9-Speed A/T,62999,4.0,469.0,6
46164,Chevrolet,70000,Gasoline,A/T,16500,3.6,305.0,11
46165,Chevrolet,51400,Gasoline,6-Speed A/T,43000,5.3,355.0,5
46166,Jeep,146000,Gasoline,M/T,6995,4.0,190.0,20
46168,Ford,79635,Gasoline,A/T,16995,6.8,305.0,18
46169,Chevrolet,6640,Gasoline,10-Speed A/T,53500,5.3,355.0,2
46170,BMW,55018,Gasoline,8-Speed A/T,26500,3.0,300.0,6
46171,Chevrolet,52000,Gasoline,10-Speed A/T,31950,5.3,355.0,5
46173,Jeep,87250,Gasoline,6-Speed M/T,18500,3.8,202.0,14
46174,Ford,22000,Gasoline,A/T,46500,7.3,430.0,2
46175,GMC,96275,Gasoline,6-Speed A/T,52500,5.3,355.0,8
46176,Chevrolet,30455,Gasoline,Automatic,37999,5.3,331.6983232435877,3
46177,Cadillac,69289,Gasoline,6-Speed A/T,21500,3.6,304.0,8
46178,Mercedes-Benz,28663,Gasoline,A/T,31000,2.0,241.0,6
46179,RAM,54800,Gasoline,8-Speed A/T,39500,5.7,395.0,4
46180,Audi,51300,Gasoline,6-Speed M/T,28500,2.5,360.0,12
46181,Mercedes-Benz,19800,Gasoline,7-Speed A/T,32500,6.2,451.0,5
46182,Land,103000,Gasoline,A/T,28900,5.0,518.0,11
46183,INFINITI,60000,Gasoline,7-Speed A/T,64990,5.6,400.0,2
46184,Jaguar,170000,Gasoline,A/T,9000,4.0,290.0,17
46185,INFINITI,6900,Gasoline,Transmission w/Dual Shift Mode,32500,5.6,400.0,4
46186,Mercedes-Benz,148000,Gasoline,A/T,26500,4.7,335.0,13
46188,Honda,109000,Gasoline,A/T,9950,2.0,158.0,13
46189,Lexus,88000,Gasoline,8-Speed A/T,25000,3.5,295.0,8
46190,Ford,26000,Gasoline,6-Speed M/T,47500,5.0,460.0,5
46191,Toyota,183000,Gasoline,A/T,8500,4.7,273.0,13
46192,BMW,135000,Gasoline,A/T,9250,2.0,248.0,13
46193,Mazda,45303,Gasoline,6-Speed Automatic,13850,2.5,331.6983232435877,4
46194,Hyundai,154000,Gasoline,A/T,4200,2.4,198.0,21
46195,Audi,90818,Gasoline,A/T,8500,2.0,211.0,13
46196,Ford,48619,Gasoline,10-Speed A/T,51499,3.5,400.0,6
46197,Ford,92000,Gasoline,10-Speed A/T,49999,2.7,325.0,6
46198,Ford,38514,E85 Flex Fuel,A/T,45998,6.2,385.0,5
46199,Mercedes-Benz,49643,Gasoline,Transmission w/Dual Shift Mode,26500,4.7,402.0,8
46200,Mercedes-Benz,88300,Gasoline,Transmission w/Dual Shift Mode,13800,2.0,208.0,10
46201,Mazda,82900,Gasoline,6-Speed A/T,27899,2.3,244.0,17
46202,Jeep,72639,Gasoline,A/T,17000,3.6,285.0,10
46203,Chevrolet,170000,Gasoline,A/T,7500,1.4,138.0,12
46206,BMW,110000,Gasoline,6-Speed A/T,7900,3.0,230.0,13
46207,Maserati,45900,Gasoline,7-Speed A/T,48999,3.0,424.0,5
46209,Lincoln,68000,Gasoline,10-Speed A/T,38500,3.5,450.0,6
46210,Porsche,5856,Gasoline,7-Speed A/T,41000,3.8,540.0,6
46211,Maserati,72000,Gasoline,6-Speed A/T,42850,4.7,454.0,6
46212,Land,42000,Gasoline,6-Speed A/T,48990,3.0,340.0,5
46213,BMW,129999,Gasoline,A/T,39999,2.0,240.0,2
46214,BMW,27000,Gasoline,8-Speed A/T,28450,3.0,300.0,6
46215,Lincoln,36524,Gasoline,4-Speed A/T,8500,4.6,239.0,21
46216,Mercedes-Benz,57000,Gasoline,7-Speed A/T,29950,3.5,302.0,7
46220,Pontiac,142314,Gasoline,A/T,4800,2.0,260.0,17
46221,Land,75000,Gasoline,A/T,29000,2.0,247.0,6
46222,Jeep,27000,Gasoline,6-Speed M/T,22500,3.6,285.0,22
46223,Pontiac,140500,Gasoline,6-Speed M/T,8500,6.0,400.0,19
46224,Land,100780,Gasoline,A/T,19500,2.0,240.0,9
46225,Chevrolet,128000,E85 Flex Fuel,A/T,17500,5.3,320.0,12
46226,Mercedes-Benz,67350,Gasoline,A/T,19500,3.5,302.0,10
46227,Porsche,50166,Gasoline,8-Speed Automatic,43550,3.0,331.6983232435877,6
46228,BMW,24108,Gasoline,8-Speed A/T,52500,4.4,445.0,4
46231,Toyota,22829,Gasoline,Automatic,46552,3.5,331.6983232435877,2
